ID,Name,Form,Cobblemon,Cobblemonform,Legendary
129,Magikarp, ,magikarp,normal,false
126,Magmar, ,magmar,normal,false
467,Magmortar, ,magmortar,normal,false
81,Magnemite, ,magnemite,normal,false
82,Magneton, ,magneton,normal,false
462,Magnezone, ,magnezone,normal,false
296,Makuhita, ,makuhita,normal,false
687,Malamar, ,malamar,normal,false
473,Mamoswine, ,mamoswine,normal,false
490,Manaphy, ,manaphy,normal,true
630,Mandibuzz, ,mandibuzz,normal,false
310,Manectric, ,manectric,normal,false
310,Manectric,Mega Manectric,megamanectric,normal,false
56,Mankey, ,mankey,normal,false
226,Mantine, ,mantine,normal,false
458,Mantyke, ,mantyke,normal,false
556,Maractus, ,maractus,normal,false
747,Mareanie, ,mareanie,normal,false
179,Mareep, ,mareep,normal,false
183,Marill, ,marill,normal,false
105,Marowak, ,marowak,normal,false
105,Marowak,Alolan Marowak,marowak,alola,false
802,Marshadow, ,marshadow,normal,true
259,Marshtomp, ,marshtomp,normal,false
942,Maschiff, ,maschiff,normal,false
284,Masquerain, ,masquerain,normal,false
925,Maushold,Family of Four,maushold,four,false
925,Maushold,Family of Three,maushold,normal,false
303,Mawile, ,mawile,normal,false
303,Mawile,Mega Mawile,megamawile,normal,false
308,Medicham, ,medicham,normal,false
308,Medicham,Mega Medicham,megamedicham,normal,false
307,Meditite, ,meditite,normal,false
154,Meganium, ,meganium,normal,false
809,Melmetal, ,melmetal,normal,true
648,Meloetta,Aria Forme,meloetta,normal,true
648,Meloetta,Pirouette Forme,meloetta,UNKNOWN,true
808,Meltan, ,meltan,normal,true
908,Meowscarada, ,meowscarada,normal,false
678,Meowstic,Male,meowstic,normal,false
678,Meowstic,Female,meowstic,UNKNOWN,false
52,Meowth, ,meowth,normal,false
52,Meowth,Alolan Meowth,meowth,alola,false
52,Meowth,Galarian Meowth,meowth,galar,false
481,Mesprit, ,mesprit,normal,true
376,Metagross, ,metagross,normal,false
376,Metagross,Mega Metagross,megametagross,normal,false
375,Metang, ,metang,normal,false
11,Metapod, ,metapod,normal,false
151,Mew, ,mew,normal,true
150,Mewtwo, ,mewtwo,normal,true
150,Mewtwo,Mega Mewtwo X,megamewtwox,normal,true
150,Mewtwo,Mega Mewtwo Y,megamewtwoy,normal,true
619,Mienfoo, ,mienfoo,normal,false
620,Mienshao, ,mienshao,normal,false
262,Mightyena, ,mightyena,normal,false
868,Milcery, ,milcery,normal,false
350,Milotic, ,milotic,normal,false
241,Miltank, ,miltank,normal,false
439,Mime Jr., ,mimejr,normal,false
778,Mimikyu, ,mimikyu,normal,false
572,Minccino, ,minccino,normal,false
774,Minior,Meteor Form,minior,normal,false
774,Minior,Core Form,minior,UNKNOWN,false
312,Minun, ,minun,normal,false
1008,Miraidon, ,miraidon,normal,true
200,Misdreavus, ,misdreavus,normal,false
429,Mismagius, ,mismagius,normal,false
146,Moltres, ,moltres,normal,true
146,Moltres,Galarian Moltres,moltres,galar,true
391,Monferno, ,monferno,normal,false
755,Morelull, ,morelull,normal,false
860,Morgrem, ,morgrem,normal,false
877,Morpeko,Full Belly Mode,morpeko,normal,false
877,Morpeko,Hangry Mode,morpeko,UNKNOWN,false
414,Mothim, ,mothim,normal,false
122,Mr. Mime, ,mrmime,normal,false
122,Mr. Mime,Galarian Mr. Mime,mrmime,galar,false
866,Mr. Rime, ,mrrime,normal,false
749,Mudbray, ,mudbray,normal,false
258,Mudkip, ,mudkip,normal,false
750,Mudsdale, ,mudsdale,normal,false
89,Muk, ,muk,normal,false
89,Muk,Alolan Muk,muk,alola,false
446,Munchlax, ,munchlax,normal,false
1015,Munkidori, ,munkidori,normal,false
517,Munna, ,munna,normal,false
198,Murkrow, ,murkrow,normal,false
518,Musharna, ,musharna,normal,false
932,Nacli, ,nacli,normal,false
933,Naclstack, ,naclstack,normal,false
804,Naganadel, ,naganadel,normal,false
177,Natu, ,natu,normal,false
800,Necrozma, ,necrozma,normal,true
800,Necrozma,Dusk Mane Necrozma,necrozma,UNKNOWN,true
800,Necrozma,Dawn Wings Necrozma,necrozma,UNKNOWN,true
800,Necrozma,Ultra Necrozma,necrozma,UNKNOWN,true
827,Nickit, ,nickit,normal,false
34,Nidoking, ,nidoking,normal,false
31,Nidoqueen, ,nidoqueen,normal,false
29,Nidoran,Female,nidoranf,normal,false
32,Nidoran,Male,nidoranm,normal,false
30,Nidorina, ,nidorina,normal,false
33,Nidorino, ,nidorino,normal,false
793,Nihilego, ,nihilego,normal,false
290,Nincada, ,nincada,normal,false
38,Ninetales, ,ninetales,normal,false
38,Ninetales,Alolan Ninetales,ninetales,alola,false
291,Ninjask, ,ninjask,normal,false
164,Noctowl, ,noctowl,normal,false
714,Noibat, ,noibat,normal,false
715,Noivern, ,noivern,normal,false
299,Nosepass, ,nosepass,normal,false
322,Numel, ,numel,normal,false
274,Nuzleaf, ,nuzleaf,normal,false
919,Nymble, ,nymble,normal,false
862,Obstagoon, ,obstagoon,normal,false
224,Octillery, ,octillery,normal,false
43,Oddish, ,oddish,normal,false
1017,Ogerpon,Teal Mask,ogerpon,normal,true
1017,Ogerpon,Wellspring Mask,ogerpon,UNKNOWN,true
1017,Ogerpon,Hearthflame Mask,ogerpon,UNKNOWN,true
1017,Ogerpon,Cornerstone Mask,ogerpon,UNKNOWN,true
916,Oinkologne,Male,oinkologne,normal,false
916,Oinkologne,Female,oinkologne,female,false
1014,Okidogi, ,okidogi,normal,false
138,Omanyte, ,omanyte,normal,false
139,Omastar, ,omastar,normal,false
95,Onix, ,onix,normal,false
765,Oranguru, ,oranguru,normal,false
826,Orbeetle, ,orbeetle,normal,false
741,Oricorio,Baile Style,oricorio,UNKNOWN,false
741,Oricorio,Pom-Pom Style,oricorio,UNKNOWN,false
741,Oricorio,Pa'u Style,oricorio,UNKNOWN,false
741,Oricorio,Sensu Style,oricorio,UNKNOWN,false
968,Orthworm, ,orthworm,normal,false
501,Oshawott, ,oshawott,normal,false
904,Overqwil, ,overqwil,normal,false
417,Pachirisu, ,pachirisu,normal,false
964,Palafin,Zero Form,palafin,normal,false
964,Palafin,Hero Form,palafin,UNKNOWN,false
484,Palkia, ,palkia,normal,true
484,Palkia,Origin Forme,palkia,origin,true
770,Palossand, ,palossand,normal,false
536,Palpitoad, ,palpitoad,normal,false
674,Pancham, ,pancham,normal,false
675,Pangoro, ,pangoro,normal,false
515,Panpour, ,panpour,normal,false
511,Pansage, ,pansage,normal,false
513,Pansear, ,pansear,normal,false
46,Paras, ,paras,normal,false
47,Parasect, ,parasect,normal,false
766,Passimian, ,passimian,normal,false
504,Patrat, ,patrat,normal,false
921,Pawmi, ,pawmi,normal,false
922,Pawmo, ,pawmo,normal,false
923,Pawmot, ,pawmot,normal,false
624,Pawniard, ,pawniard,normal,false
1025,Pecharunt, ,pecharunt,normal,true
279,Pelipper, ,pelipper,normal,false
863,Perrserker, ,perrserker,normal,false
53,Persian, ,persian,normal,false
53,Persian,Alolan Persian,persian,alola,false
548,Petilil, ,petilil,normal,false
231,Phanpy, ,phanpy,normal,false
708,Phantump, ,phantump,normal,false
795,Pheromosa, ,pheromosa,normal,false
489,Phione, ,phione,normal,true
172,Pichu, ,pichu,normal,false
18,Pidgeot, ,pidgeot,normal,false
18,Pidgeot,Mega Pidgeot,megapidgeot,normal,false
17,Pidgeotto, ,pidgeotto,normal,false
16,Pidgey, ,pidgey,normal,false
519,Pidove, ,pidove,normal,false
499,Pignite, ,pignite,normal,false
25,Pikachu, ,pikachu,normal,false
25,Pikachu,Partner Pikachu,pikachu,UNKNOWN,false
731,Pikipek, ,pikipek,normal,false
221,Piloswine, ,piloswine,normal,false
871,Pincurchin, ,pincurchin,normal,false
204,Pineco, ,pineco,normal,false
127,Pinsir, ,pinsir,normal,false
127,Pinsir,Mega Pinsir,megapinsir,normal,false
393,Piplup, ,piplup,normal,false
311,Plusle, ,plusle,normal,false
803,Poipole, ,poipole,normal,false
186,Politoed, ,politoed,normal,false
60,Poliwag, ,poliwag,normal,false
61,Poliwhirl, ,poliwhirl,normal,false
62,Poliwrath, ,poliwrath,normal,false
1012,Poltchageist, ,poltchageist,normal,false
855,Polteageist, ,polteageist,normal,false
77,Ponyta, ,ponyta,normal,false
77,Ponyta,Galarian Ponyta,ponyta,galar,false
261,Poochyena, ,poochyena,normal,false
728,Popplio, ,popplio,normal,false
137,Porygon, ,porygon,normal,false
474,Porygon-Z, ,porygonz,normal,false
233,Porygon2, ,porygon2,normal,false
730,Primarina, ,primarina,normal,false
57,Primeape, ,primeape,normal,false
394,Prinplup, ,prinplup,normal,false
476,Probopass, ,probopass,normal,false
54,Psyduck, ,psyduck,normal,false
710,Pumpkaboo,Average Size,pumpkaboo,normal,false
710,Pumpkaboo,Small Size,pumpkaboo,small,false
710,Pumpkaboo,Large Size,pumpkaboo,large,false
710,Pumpkaboo,Super Size,pumpkaboo,super,false
247,Pupitar, ,pupitar,normal,false
509,Purrloin, ,purrloin,normal,false
432,Purugly, ,purugly,normal,false
668,Pyroar, ,pyroar,normal,false
771,Pyukumuku, ,pyukumuku,normal,false
195,Quagsire, ,quagsire,normal,false
914,Quaquaval, ,quaquaval,normal,false
912,Quaxly, ,quaxly,normal,false
913,Quaxwell, ,quaxwell,normal,false
156,Quilava, ,quilava,normal,false
651,Quilladin, ,quilladin,normal,false
211,Qwilfish, ,qwilfish,normal,false
211,Qwilfish,Hisuian Qwilfish,qwilfish,hisui,false
814,Raboot, ,raboot,normal,false
954,Rabsca, ,rabsca,normal,false
1021,Raging Bolt, ,ragingbolt,normal,false
26,Raichu, ,raichu,normal,false
26,Raichu,Alolan Raichu,raichu,alola,false
243,Raikou, ,raikou,normal,true
280,Ralts, ,ralts,normal,false
409,Rampardos, ,rampardos,normal,false
78,Rapidash, ,rapidash,normal,false
78,Rapidash,Galarian Rapidash,rapidash,galar,false
20,Raticate, ,raticate,normal,false
20,Raticate,Alolan Raticate,raticate,alola,false
19,Rattata, ,rattata,normal,false
19,Rattata,Alolan Rattata,rattata,alola,false
384,Rayquaza, ,rayquaza,normal,true
384,Rayquaza,Mega Rayquaza,rayquaza,megarayquaza,true
378,Regice, ,regice,normal,true
895,Regidrago, ,regidrago,normal,true
894,Regieleki, ,regieleki,normal,true
486,Regigigas, ,regigigas,normal,true
377,Regirock, ,regirock,normal,true
379,Registeel, ,registeel,normal,true
369,Relicanth, ,relicanth,normal,false
953,Rellor, ,rellor,normal,false
223,Remoraid, ,remoraid,normal,false
643,Reshiram, ,reshiram,normal,true
579,Reuniclus, ,reuniclus,normal,false
966,Revavroom, ,revavroom,normal,false
112,Rhydon, ,rhydon,normal,false
111,Rhyhorn, ,rhyhorn,normal,false
464,Rhyperior, ,rhyperior,normal,false
743,Ribombee, ,ribombee,normal,false
812,Rillaboom, ,rillaboom,normal,false
447,Riolu, ,riolu,normal,false
1005,Roaring Moon, ,roaringmoon,normal,false
744,Rockruff, ,rockruff,normal,false
744,Rockruff,Own Tempo Rockruff,rockruff,UNKNOWN,false
524,Roggenrola, ,roggenrola,normal,false
837,Rolycoly, ,rolycoly,normal,false
821,Rookidee, ,rookidee,normal,false
315,Roselia, ,roselia,normal,false
407,Roserade, ,roserade,normal,false
479,Rotom, ,rotom,normal,false
479,Rotom,Heat Rotom,rotomheat,normal,false
479,Rotom,Wash Rotom,rotomwash,normal,false
479,Rotom,Frost Rotom,rotomfrost,normal,false
479,Rotom,Fan Rotom,rotomfan,normal,false
479,Rotom,Mow Rotom,rotommow,normal,false
722,Rowlet, ,rowlet,normal,false
627,Rufflet, ,rufflet,normal,false
867,Runerigus, ,runerigus,normal,false
302,Sableye, ,sableye,normal,false
302,Sableye,Mega Sableye,megasableye,normal,false
373,Salamence, ,salamence,normal,false
373,Salamence,Mega Salamence,megasalamence,normal,false
757,Salandit, ,salandit,normal,false
758,Salazzle, ,salazzle,normal,false
503,Samurott, ,samurott,normal,false
503,Samurott,Hisuian Samurott,samurott,hisui,false
844,Sandaconda, ,sandaconda,normal,false
551,Sandile, ,sandile,normal,false
27,Sandshrew, ,sandshrew,normal,false
27,Sandshrew,Alolan Sandshrew,sandshrew,alola,false
28,Sandslash, ,sandslash,normal,false
28,Sandslash,Alolan Sandslash,sandslash,alola,false
989,Sandy Shocks, ,sandyshocks,normal,false
769,Sandygast, ,sandygast,normal,false
539,Sawk, ,sawk,normal,false
586,Sawsbuck, ,sawsbuck,normal,false
664,Scatterbug, ,scatterbug,normal,false
254,Sceptile, ,sceptile,normal,false
254,Sceptile,Mega Sceptile,megasceptile,normal,false
212,Scizor, ,scizor,normal,false
212,Scizor,Mega Scizor,megascizor,normal,false
545,Scolipede, ,scolipede,normal,false
813,Scorbunny, ,scorbunny,normal,false
952,Scovillain, ,scovillain,normal,false
560,Scrafty, ,scrafty,normal,false
559,Scraggy, ,scraggy,normal,false
985,Scream Tail, ,screamtail,normal,false
123,Scyther, ,scyther,normal,false
117,Seadra, ,seadra,normal,false
119,Seaking, ,seaking,normal,false
364,Sealeo, ,sealeo,normal,false
273,Seedot, ,seedot,normal,false
86,Seel, ,seel,normal,false
537,Seismitoad, ,seismitoad,normal,false
161,Sentret, ,sentret,normal,false
497,Serperior, ,serperior,normal,false
496,Servine, ,servine,normal,false
336,Seviper, ,seviper,normal,false
540,Sewaddle, ,sewaddle,normal,false
319,Sharpedo, ,sharpedo,normal,false
319,Sharpedo,Mega Sharpedo,megasharpedo,normal,false
492,Shaymin,Land Forme,shaymin,normal,true
492,Shaymin,Sky Forme,shaymin,sky,true
292,Shedinja, ,shedinja,normal,false
372,Shelgon, ,shelgon,normal,false
90,Shellder, ,shellder,normal,false
422,Shellos, ,shellos,normal,false
616,Shelmet, ,shelmet,normal,false
410,Shieldon, ,shieldon,normal,false
275,Shiftry, ,shiftry,normal,false
756,Shiinotic, ,shiinotic,normal,false
403,Shinx, ,shinx,normal,false
944,Shroodle, ,shroodle,normal,false
285,Shroomish, ,shroomish,normal,false
213,Shuckle, ,shuckle,normal,false
353,Shuppet, ,shuppet,normal,false
561,Sigilyph, ,sigilyph,normal,false
266,Silcoon, ,silcoon,normal,false
843,Silicobra, ,silicobra,normal,false
773,Silvally, ,silvally,normal,true
516,Simipour, ,simipour,normal,false
512,Simisage, ,simisage,normal,false
514,Simisear, ,simisear,normal,false
1013,Sinistcha, ,sinistcha,normal,false
854,Sinistea, ,sinistea,normal,false
865,Sirfetch'd, ,sirfetchd,normal,false
850,Sizzlipede, ,sizzlipede,normal,false
227,Skarmory, ,skarmory,normal,false
911,Skeledirge, ,skeledirge,normal,false
672,Skiddo, ,skiddo,normal,false
188,Skiploom, ,skiploom,normal,false
300,Skitty, ,skitty,normal,false
451,Skorupi, ,skorupi,normal,false
690,Skrelp, ,skrelp,normal,false
435,Skuntank, ,skuntank,normal,false
819,Skwovet, ,skwovet,normal,false
289,Slaking, ,slaking,normal,false
287,Slakoth, ,slakoth,normal,false
705,Sliggoo, ,sliggoo,normal,false
705,Sliggoo,Hisuian Sliggoo,sliggoo,hisui,false
988,Slither Wing, ,slitherwing,normal,false
80,Slowbro, ,slowbro,normal,false
80,Slowbro,Mega Slowbro,megaslowbro,normal,false
80,Slowbro,Galarian Slowbro,slowbro,galar,false
199,Slowking, ,slowking,normal,false
199,Slowking,Galarian Slowking,slowking,galar,false
79,Slowpoke, ,slowpoke,normal,false
79,Slowpoke,Galarian Slowpoke,slowpoke,galar,false
218,Slugma, ,slugma,normal,false
685,Slurpuff, ,slurpuff,normal,false
235,Smeargle, ,smeargle,normal,false
928,Smoliv, ,smoliv,normal,false
238,Smoochum, ,smoochum,normal,false
215,Sneasel, ,sneasel,normal,false
215,Sneasel,Hisuian Sneasel,sneasel,hisui,false
903,Sneasler, ,sneasler,normal,false
495,Snivy, ,snivy,normal,false
872,Snom, ,snom,normal,false
143,Snorlax, ,snorlax,normal,false
361,Snorunt, ,snorunt,normal,false
459,Snover, ,snover,normal,false
209,Snubbull, ,snubbull,normal,false
816,Sobble, ,sobble,normal,false
791,Solgaleo, ,solgaleo,normal,true
577,Solosis, ,solosis,normal,false
338,Solrock, ,solrock,normal,false
21,Spearow, ,spearow,normal,false
897,Spectrier, ,spectrier,normal,true
665,Spewpa, ,spewpa,normal,false
363,Spheal, ,spheal,normal,false
918,Spidops, ,spidops,normal,false
167,Spinarak, ,spinarak,normal,false
327,Spinda, ,spinda,normal,false
442,Spiritomb, ,spiritomb,normal,false
325,Spoink, ,spoink,normal,false
906,Sprigatito, ,sprigatito,normal,false
682,Spritzee, ,spritzee,normal,false
931,Squawkabilly,Green Plumage,squawkabilly,normal,false
931,Squawkabilly,Blue Plumage,squawkabilly,blue,false
931,Squawkabilly,Yellow Plumage,squawkabilly,yellow,false
931,Squawkabilly,White Plumage,squawkabilly,white,false
7,Squirtle, ,squirtle,normal,false
805,Stakataka, ,stakataka,normal,false
234,Stantler, ,stantler,normal,false
398,Staraptor, ,staraptor,normal,false
397,Staravia, ,staravia,normal,false
396,Starly, ,starly,normal,false
121,Starmie, ,starmie,normal,false
120,Staryu, ,staryu,normal,false
208,Steelix, ,steelix,normal,false
208,Steelix,Mega Steelix,megasteelix,normal,false
762,Steenee, ,steenee,normal,false
874,Stonjourner, ,stonjourner,normal,false
508,Stoutland, ,stoutland,normal,false
759,Stufful, ,stufful,normal,false
618,Stunfisk, ,stunfisk,normal,false
618,Stunfisk,Galarian Stunfisk,stunfisk,galar,false
434,Stunky, ,stunky,normal,false
185,Sudowoodo, ,sudowoodo,normal,false
245,Suicune, ,suicune,normal,true
192,Sunflora, ,sunflora,normal,false
191,Sunkern, ,sunkern,normal,false
283,Surskit, ,surskit,normal,false
333,Swablu, ,swablu,normal,false
541,Swadloon, ,swadloon,normal,false
317,Swalot, ,swalot,normal,false
260,Swampert, ,swampert,normal,false
260,Swampert,Mega Swampert,megaswampert,normal,false
581,Swanna, ,swanna,normal,false
277,Swellow, ,swellow,normal,false
220,Swinub, ,swinub,normal,false
684,Swirlix, ,swirlix,normal,false
528,Swoobat, ,swoobat,normal,false
700,Sylveon, ,sylveon,normal,false
938,Tadbulb, ,tadbulb,normal,false
276,Taillow, ,taillow,normal,false
663,Talonflame, ,talonflame,normal,false
924,Tandemaus, ,tandemaus,normal,false
114,Tangela, ,tangela,normal,false
465,Tangrowth, ,tangrowth,normal,false
787,Tapu Bulu, ,tapubulu,normal,true
788,Tapu Fini, ,tapufini,normal,true
785,Tapu Koko, ,tapukoko,normal,true
786,Tapu Lele, ,tapulele,normal,true
917,Tarountula, ,tarountula,normal,false
978,Tatsugiri,Curly Form,tatsugiri,normal,false
978,Tatsugiri,Droopy Form,tatsugiri,UNKNOWN,false
978,Tatsugiri,Stretchy Form,tatsugiri,UNKNOWN,false
128,Tauros, ,tauros,normal,false
128,Tauros,Combat Breed,tauros,paldeacombat,false
128,Tauros,Blaze Breed,tauros,paldeablaze,false
128,Tauros,Aqua Breed,tauros,paldeaaqua,false
216,Teddiursa, ,teddiursa,normal,false
72,Tentacool, ,tentacool,normal,false
73,Tentacruel, ,tentacruel,normal,false
498,Tepig, ,tepig,normal,false
1024,Terapagos,Normal Form,terapagos,normal,true
1024,Terapagos,Terastal Form,terapagos,UNKNOWN,true
1024,Terapagos,Stellar Form,terapagos,UNKNOWN,true
639,Terrakion, ,terrakion,normal,true
828,Thievul, ,thievul,normal,false
538,Throh, ,throh,normal,false
642,Thundurus,Incarnate Forme,thundurus,normal,true
642,Thundurus,Therian Forme,thundurus,UNKNOWN,true
811,Thwackey, ,thwackey,normal,false
532,Timburr, ,timburr,normal,false
1003,Ting-Lu, ,tinglu,normal,false
957,Tinkatink, ,tinkatink,normal,false
959,Tinkaton, ,tinkaton,normal,false
958,Tinkatuff, ,tinkatuff,normal,false
564,Tirtouga, ,tirtouga,normal,false
948,Toedscool, ,toedscool,normal,false
949,Toedscruel, ,toedscruel,normal,false
777,Togedemaru, ,togedemaru,normal,false
468,Togekiss, ,togekiss,normal,false
175,Togepi, ,togepi,normal,false
176,Togetic, ,togetic,normal,false
255,Torchic, ,torchic,normal,false
324,Torkoal, ,torkoal,normal,false
641,Tornadus,Incarnate Forme,tornadus,normal,true
641,Tornadus,Therian Forme,tornadus,UNKNOWN,true
726,Torracat, ,torracat,normal,false
389,Torterra, ,torterra,normal,false
158,Totodile, ,totodile,normal,false
733,Toucannon, ,toucannon,normal,false
748,Toxapex, ,toxapex,normal,false
848,Toxel, ,toxel,normal,false
454,Toxicroak, ,toxicroak,normal,false
849,Toxtricity,Amped Form,toxtricity,normal,false
849,Toxtricity,Low Key Form,toxtricity,UNKNOWN,false
520,Tranquill, ,tranquill,normal,false
328,Trapinch, ,trapinch,normal,false
252,Treecko, ,treecko,normal,false
709,Trevenant, ,trevenant,normal,false
357,Tropius, ,tropius,normal,false
568,Trubbish, ,trubbish,normal,false
732,Trumbeak, ,trumbeak,normal,false
763,Tsareena, ,tsareena,normal,false
776,Turtonator, ,turtonator,normal,false
387,Turtwig, ,turtwig,normal,false
535,Tympole, ,tympole,normal,false
602,Tynamo, ,tynamo,normal,false
772,Type: Null, ,typenull,normal,true
157,Typhlosion, ,typhlosion,normal,false
157,Typhlosion,Hisuian Typhlosion,typhlosion,hisui,false
248,Tyranitar, ,tyranitar,normal,false
248,Tyranitar,Mega Tyranitar,megatyranitar,normal,false
697,Tyrantrum, ,tyrantrum,normal,false
236,Tyrogue, ,tyrogue,normal,false
696,Tyrunt, ,tyrunt,normal,false
197,Umbreon, ,umbreon,normal,false
521,Unfezant, ,unfezant,normal,false
201,Unown, ,unown,normal,false
901,Ursaluna, ,ursaluna,normal,false
901,Ursaluna,Bloodmoon,ursaluna,UNKNOWN,false
217,Ursaring, ,ursaring,normal,false
892,Urshifu,Single Strike Style,urshifu,normal,true
892,Urshifu,Rapid Strike Style,urshifu,rapidstrike,true
480,Uxie, ,uxie,normal,true
583,Vanillish, ,vanillish,normal,false
582,Vanillite, ,vanillite,normal,false
584,Vanilluxe, ,vanilluxe,normal,false
134,Vaporeon, ,vaporeon,normal,false
965,Varoom, ,varoom,normal,false
976,Veluza, ,veluza,normal,false
543,Venipede, ,venipede,normal,false
49,Venomoth, ,venomoth,normal,false
48,Venonat, ,venonat,normal,false
3,Venusaur, ,venusaur,normal,false
3,Venusaur,Mega Venusaur,megavenusaur,normal,false
416,Vespiquen, ,vespiquen,normal,false
329,Vibrava, ,vibrava,normal,false
494,Victini, ,victini,normal,true
71,Victreebel, ,victreebel,normal,false
288,Vigoroth, ,vigoroth,normal,false
738,Vikavolt, ,vikavolt,normal,false
45,Vileplume, ,vileplume,normal,false
640,Virizion, ,virizion,normal,true
666,Vivillon, ,vivillon,normal,false
313,Volbeat, ,volbeat,normal,false
721,Volcanion, ,volcanion,normal,true
637,Volcarona, ,volcarona,normal,false
100,Voltorb, ,voltorb,normal,false
100,Voltorb,Hisuian Voltorb,voltorb,hisui,false
629,Vullaby, ,vullaby,normal,false
37,Vulpix, ,vulpix,normal,false
37,Vulpix,Alolan Vulpix,vulpix,alola,false
320,Wailmer, ,wailmer,normal,false
321,Wailord, ,wailord,normal,false
1009,Walking Wake, ,walkingwake,normal,false
365,Walrein, ,walrein,normal,false
8,Wartortle, ,wartortle,normal,false
505,Watchog, ,watchog,normal,false
940,Wattrel, ,wattrel,normal,false
461,Weavile, ,weavile,normal,false
13,Weedle, ,weedle,normal,false
70,Weepinbell, ,weepinbell,normal,false
110,Weezing, ,weezing,normal,false
110,Weezing,Galarian Weezing,weezing,galar,false
547,Whimsicott, ,whimsicott,normal,false
544,Whirlipede, ,whirlipede,normal,false
340,Whiscash, ,whiscash,normal,false
293,Whismur, ,whismur,normal,false
40,Wigglytuff, ,wigglytuff,normal,false
960,Wiglett, ,wiglett,normal,false
767,Wimpod, ,wimpod,normal,false
278,Wingull, ,wingull,normal,false
746,Wishiwashi,Solo Form,wishiwashi,UNKNOWN,false
746,Wishiwashi,School Form,wishiwashi,UNKNOWN,false
1001,Wo-Chien, ,wochien,normal,false
202,Wobbuffet, ,wobbuffet,normal,false
527,Woobat, ,woobat,normal,false
831,Wooloo, ,wooloo,normal,false
194,Wooper, ,wooper,normal,false
194,Wooper,Paldean Wooper,wooper,paldea,false
413,Wormadam,Plant Cloak,wormadam,UNKNOWN,false
413,Wormadam,Sandy Cloak,wormadam,UNKNOWN,false
413,Wormadam,Trash Cloak,wormadam,UNKNOWN,false
961,Wugtrio, ,wugtrio,normal,false
265,Wurmple, ,wurmple,normal,false
360,Wynaut, ,wynaut,normal,false
899,Wyrdeer, ,wyrdeer,normal,false
178,Xatu, ,xatu,normal,false
716,Xerneas, ,xerneas,normal,true
796,Xurkitree, ,xurkitree,normal,false
562,Yamask, ,yamask,normal,false
562,Yamask,Galarian Yamask,yamask,galar,false
835,Yamper, ,yamper,normal,false
193,Yanma, ,yanma,normal,false
469,Yanmega, ,yanmega,normal,false
734,Yungoos, ,yungoos,normal,false
717,Yveltal, ,yveltal,normal,true
888,Zacian,Hero of Many Battles,zacian,normal,true
888,Zacian,Crowned Sword,zacian,crowned,true
889,Zamazenta,Hero of Many Battles,zamazenta,normal,true
889,Zamazenta,Crowned Shield,zamazenta,crowned,true
335,Zangoose, ,zangoose,normal,false
145,Zapdos, ,zapdos,normal,true
145,Zapdos,Galarian Zapdos,zapdos,galar,true
893,Zarude, ,zarude,normal,true
523,Zebstrika, ,zebstrika,normal,false
644,Zekrom, ,zekrom,normal,true
807,Zeraora, ,zeraora,normal,true
263,Zigzagoon, ,zigzagoon,normal,false
263,Zigzagoon,Galarian Zigzagoon,zigzagoon,galar,false
571,Zoroark, ,zoroark,normal,false
571,Zoroark,Hisuian Zoroark,zoroark,hisui,false
570,Zorua, ,zorua,normal,false
570,Zorua,Hisuian Zorua,zorua,hisui,false
41,Zubat, ,zubat,normal,false
634,Zweilous, ,zweilous,normal,false
718,Zygarde,Complete Forme,zygarde,UNKNOWN,true
718,Zygarde10% Forme, ,zygarde,UNKNOWN,true
718,Zygarde50% Forme, ,zygarde,normal,true
